region,intercept,slope,r2,n_pairs
gl1_kanha,0.09856468548040537,0.23906410697166133,0.7060339631133712,85
gl2_kanha,0.10248697461354847,0.21745750705093805,0.7565577652414699,85
nw_kanha,0.12352760583265923,0.3679524333339948,0.45609063887512424,85
se_kanha,0.07882238790334849,0.45161288616774387,0.6614272296895016,85
whole_kanha,0.11222179848017509,0.3312145827294237,0.44901126021915305,88
