date,year,month,day,median_ndvi,landsat
"01-02-2010",2010,2,1,0.157519817352295,Landsat7 (ETM+)
21-03-2010,2010,3,21,0.119706243276596,Landsat7 (ETM+)
"06-04-2010",2010,4,6,0.118741516023874,Landsat7 (ETM+)
22-04-2010,2010,4,22,0.120834462344646,Landsat7 (ETM+)
"08-05-2010",2010,5,8,0.119609892368317,Landsat7 (ETM+)
24-05-2010,2010,5,24,0.132694944739342,Landsat7 (ETM+)
18-12-2010,2010,12,18,0.168874949216843,Landsat7 (ETM+)
"03-01-2011",2011,1,3,0.150687381625175,Landsat7 (ETM+)
19-01-2011,2011,1,19,0.124888304620981,Landsat7 (ETM+)
"04-02-2011",2011,2,4,0.12272685021162,Landsat7 (ETM+)
"08-03-2011",2011,3,8,0.112337820231915,Landsat7 (ETM+)
12-06-2011,2011,6,12,0.137729465961456,Landsat7 (ETM+)
