date,ndvi_sg,ndvi_sg_scaled
2010-02-25,0.129167500596085,0.12944399866016995
2010-03-02,0.127106204013309,0.12895121663340486
2010-03-07,0.124927286740857,0.12843031572150101
2010-03-12,0.122630748778729,0.12788129592445835
2010-03-17,0.120216590126925,0.12730415724227692
2010-03-22,0.117743657619069,0.12671296784068514
2010-03-27,0.114802838817545,0.12600992362013333
2010-04-01,0.11154217942647,0.12523041699466725
2010-04-06,0.108910251627656,0.12460121752582987
2010-04-11,0.108021038606333,0.12438863860897972
2010-04-16,0.109305236654355,0.12469564426850485
2010-04-21,0.11201503328292,0.12534345937958757
2010-04-26,0.114739050216559,0.12599467405520365
2010-05-01,0.116131714188727,0.1263276100240216
2010-05-06,0.115632772954003,0.12620833108331098
2010-05-11,0.113483669858842,0.12569455767107626
2010-05-16,0.110980321873687,0.12509609702056587
2010-05-21,0.109648537368044,0.12477771514704564
2010-05-26,0.110440244396373,0.1249669838807563
2010-05-31,0.113393906620133,0.1256730985025754
2010-06-05,0.118286827539499,0.12684282027264662
2010-06-10,0.125150893832935,0.12848377215128118
2010-06-15,0.134118505032909,0.13062760611447202
2010-06-20,0.145002099316634,0.13322948286255262
2010-06-25,0.157514447664275,0.13622073624639974
2010-06-30,0.171372444971913,0.13953368599716592
2010-07-05,0.186331534474187,0.1431098673701362
2010-07-10,0.20214787753055,0.14689098729846306
2010-07-15,0.218577635500453,0.15081875271529846
2010-07-20,0.235376969743351,0.15483487055379533
2010-07-25,0.252302041618696,0.15888104774710587
2010-07-30,0.269109012485939,0.16289899122838203
2010-08-04,0.285554043704535,0.1668304079307768
2010-08-09,0.301393296633935,0.17061700478744207
2010-08-14,0.316382932633592,0.17420048873153032
2010-08-19,0.33027911306296,0.17752256669619426
2010-08-24,0.34283799928149,0.18052494561458585
2010-08-29,0.353815752648635,0.18314933241985754
2010-09-03,0.363001332250069,0.18534527480429142
2010-09-08,0.370372490422034,0.18710745415001911
2010-09-13,0.375363538230747,0.18830063453726195
2010-09-18,0.377076487382013,0.18871013919639723
2010-09-23,0.374671358857619,0.1881351592935609
2010-09-28,0.367669140473129,0.18646118020865227
2010-10-03,0.356167393357052,0.18371152530573343
2010-10-08,0.341219424842618,0.18013800256178975
2010-10-13,0.324539213829246,0.1761503628117791
2010-10-18,0.307706336999592,0.17212622614473388
2010-10-23,0.291356780694608,0.1682176340673
2010-10-28,0.275515002092384,0.16443043341291655
2010-11-02,0.259868760761223,0.16068997870161944
2010-11-07,0.244017875420104,0.15690060095283465
2010-11-12,0.227781707026426,0.15301911585515848
2010-11-17,0.211565368191056,0.1491423712931309
2010-11-22,0.195961411546805,0.1454120253327485
2010-11-27,0.181219716974881,0.14188781528466252
2010-12-02,0.168244921067396,0.13878600728790003
2010-12-07,0.158090543537759,0.13635846009192426
2010-12-12,0.151012061910716,0.13466624920303993
2010-12-17,0.146457256481114,0.13357735871058243
2010-12-22,0.143505576767569,0.13287171803579745
2010-12-27,0.141070135833243,0.13228949152375058
2011-01-01,0.138103514777513,0.13158027891033913
2011-01-06,0.133916275966426,0.13057926040328954
2011-01-11,0.128954787262377,0.1293931465370061
2011-01-16,0.12408792883652,0.1282296553736711
2011-01-21,0.119885822781123,0.1272250826421374
2011-01-26,0.116608681030733,0.12644163567616085
2011-01-31,0.114215780697922,0.12586957909502522
2011-02-05,0.112330074899215,0.12541877452224603
2011-02-10,0.110488326422565,0.12497847856740928
2011-02-15,0.108459094544816,0.12449336206071679
2011-02-20,0.1061793750389,0.12394836295288911
2011-02-25,0.103824094227121,0.12338529984895366
2011-03-02,0.101772381111391,0.12289480888517963
2011-03-07,0.100329298735274,0.12254981968564668
2011-03-12,0.0995163549973357,0.12235547401691825
2011-03-17,0.0991250098124758,0.12226191742978207
2011-03-22,0.0990419388653563,0.12224205814799365
2011-03-27,0.0994399214532889,0.12233720149996802
2011-04-01,0.100413065406363,0.12256984529006455
2011-04-06,0.101889117424716,0.12292271634767583
2011-04-11,0.103868077508347,0.12339581467280164
2011-04-16,0.106349945657257,0.12398914026544222
